Issue_id,Priority,Component,Duplicated_issue,Title,Description,Status,Resolution,Version,Created_time,Resolved_time
1592,P2,Debug,,DebugPlugin must allow for null elements in updateHistory() (1GEI3C1),"DebugPlugin when it attempts to see if there is a previous launch entry doesnt check to see if there are no elements before getting the element.; My suggested fix (see below) is to check for a null element first.; ; According to the documentation launches are allowed to have 0 elements.; ; Existing code (in 105):; ; 		for (index= 0; index < history.length; index++) {; 			ILaunch historyLaunch= history[index];; 			if (historyLaunch != null && historyLaunch.getElement().equals(launch.getElement()) &&; 			    launcher.equals(historyLaunch.getLauncher())) { ; 					found= true;; 					break;; 			}; 		}; ; Suggested change (>>):; ; 		for (index= 0; index < history.length; index++) {; 			ILaunch historyLaunch= history[index];; 			if (historyLaunch != null && ; >>				historyLaunch.getElement() != null &&; 				historyLaunch.getElement().equals(launch.getElement()) &&; 			    launcher.equals(historyLaunch.getLauncher())) { ; 					found= true;; 					break;; 			}; 		}; ; ; ; NOTES:; ; DS (5/29/01 4:38:23 PM); 	From ILaunch in 113; ; 	/**; 	 * Returns the object that was launched. Cannot return <code>null</code>.; 	 * ; 	 * @return the launched object; 	 */; 	Object getElement();; ; No action required.; ; AB (5/30/2001 11:01:48 AM); ; Part of the problem is that the javadoc for the Launch class constructor is missing the launchedElement parameter.   ; Everything seemed to work without the element parameter except for the history processing.  ; Perhaps I hadnt tested enough to find other problems.; ; The launch that I create doesnt know which project or resource it will be associated with until the debugging starts.   ; That is why I need to run the launch with no associated element.; ; But; I still have a problem with requiring an element to do a launch.   ; What if I want to debug an application where I dont have the main class in a project?  ; Eventually the debuggee will call classes that are in a project.   Do I have to pass in an arbitrary project to get things going?; ; DW (5/31/01 10:37:26 AM); 	AB will use non-null placeholder for now. We will revisit post-june.",RESOLVED,WONTFIX,2,10/10/2001 22:15,12/11/2001 15:39
1642,P1,Debug,6949,Flooding console with output without new lines (1GLDYBV),"DW (10/10/2001 9:59:28 AM); 	* Flooding the conole with output that does not have new lines causes; 	the UI to become unresponsive.; 	* Running the same program with println instead of print seems to work OK.; ; public class Flood {; ; 	public static void main(String[] args) {; 		while (true) {; 			System.out.print(junk);; 		}; 	}; }; ; DW (10/10/2001 1:38:24 PM); 	Can we tell if the console is being flooded; and slow; 	down the rate at which we write output to the console;; 	giving more cycles to the UI?; ; DS (10/10/2001 1:57:20 PM); 	Duplicate of 1GFBNFP: ITPDBG:WIN2000 - Eclipse Crash: console view",RESOLVED,DUPLICATE,2,10/10/2001 22:16,1/14/2002 15:17
1714,P2,Debug,5822,Confusion of launches from different projects in history (1GJYNLK),"DS (9/13/01 10:55:18 AM); 		Create 2 projects; Testing and Testing2; 		In each project create a class called Main; 		Create a main method in each class:; 			public static void main(String[] args) {; 				System.out.println(PROJECT_NAME);; 			}; 		Debug  the Main in Testing; 		Debug the Main in Testing2; ; 	The debug history menu correctly has two entries BUT both of the; 	history items launch the Main in Testing.; ; NOTES:; MA (14.09.2001 11:30:54); 	me too!;  	Maybe we can show full name in a tooltip; or show it as description in the status line?",RESOLVED,DUPLICATE,2,10/10/2001 22:18,1/14/2002 16:49
1720,P2,Debug,,Issue: breakpoint manager breaks lazy plug-in load rule (1GKKDTA),"DW (9/24/2001 10:45:16 AM); 	When restoring breakpoints; we actively instantiate breakpoint classes. This will load the; 	associated plug-ins. Not sure if this a break in the rules of engagement.; ; EG (9/24/2001 8:20:30 AM); 	the editor has the same problem when it comes to Markers. We havent found an easy; 	solution.",VERIFIED,FIXED,2,10/10/2001 22:18,11/21/2001 16:14
1749,P1,UI,,Debugger did not show source for type; and generated Failed to execute runnable (1GL2VMQ),"There are two problems here:; problem 1:; - ran target eclipse under debugger (also a 202a install; plus changes to org.eclipse.ui); - set breakpoint in Action.run() (actually it was in a new method run(Event); but this should reproduce it); - in Java perspective in target eclipse; hit Create a Java Project button on toolbar; - breakpoint was hit (in WWinPluginAction(PluginAction).run(); so it was showing source for PluginAction.java).; - stepped through it until it called the delegate (delegate.run(this)); - stack frame was added: OpenProjectWizardAction(AbstractOpenWizardAction).run(IAction); - source did not change: still showing PluginAction.java; - Open On / Declaring Type or Receiving Type had no effect; either on this stack frame or previous one; but did on earlier ones; ; problem 2:; - tried clicking down in lower stack frames; in rapid succession to see if other frames were OK; - got a Failed to execute runnable error dialog; - log had:; Log: Thu Oct 04 11:21:04 EDT 2001; 1 org.eclipse.core.resources 4 Unhandled exception caught in event loop.; Log: Thu Oct 04 11:21:04 EDT 2001; 4 org.eclipse.ui 0 Failed to execute runnable; org.eclipse.swt.SWTException: Failed to execute runnable; 	at org.eclipse.swt.SWT.error(SWT.java:1817); 	at org.eclipse.swt.widgets.Synchronizer.runAsyncMessages(Synchronizer.java(Compiled Code)); 	at org.eclipse.swt.widgets.Display.runAsyncMessages(Display.java(Compiled Code)); 	at org.eclipse.swt.widgets.Display.readAndDispatch(Display.java(Compiled Code)); 	at org.eclipse.ui.internal.Workbench.runEventLoop(Workbench.java(Compiled Code)); 	at org.eclipse.ui.internal.Workbench.run(Workbench.java:658); 	at org.eclipse.core.internal.boot.InternalBootLoader.run(InternalBootLoader.java:820); 	at org.eclipse.core.boot.BootLoader.run(BootLoader.java:285); 	at java.lang.reflect.Method.invoke(Native Method); 	at org.eclipse.core.launcher.Main.basicRun(Main.java:151); 	at org.eclipse.core.launcher.Main.run(Main.java:433); 	at org.eclipse.core.launcher.Main.main(Main.java:306); Log: Thu Oct 04 11:21:04 EDT 2001; 4 org.eclipse.core.runtime 0 Unhandled exception caught in event loop.; org.eclipse.swt.SWTException: Failed to execute runnable; 	at org.eclipse.swt.SWT.error(SWT.java:1817); 	at org.eclipse.swt.widgets.Synchronizer.runAsyncMessages(Synchronizer.java(Compiled Code)); 	at org.eclipse.swt.widgets.Display.runAsyncMessages(Display.java(Compiled Code)); 	at org.eclipse.swt.widgets.Display.readAndDispatch(Display.java(Compiled Code)); 	at org.eclipse.jface.window.Window.runEventLoop(Window.java(Compiled Code)); 	at org.eclipse.jface.window.Window.open(Window.java:523); 	at org.eclipse.jface.dialogs.MessageDialog.openError(MessageDialog.java:318); 	at org.eclipse.ui.internal.Workbench.handleExceptionInEventLoop(Workbench.java:362); 	at org.eclipse.ui.internal.Workbench.runEventLoop(Workbench.java(Compiled Code)); 	at org.eclipse.ui.internal.Workbench.run(Workbench.java:658); 	at org.eclipse.core.internal.boot.InternalBootLoader.run(InternalBootLoader.java:820); 	at org.eclipse.core.boot.BootLoader.run(BootLoader.java:285); 	at java.lang.reflect.Method.invoke(Native Method); 	at org.eclipse.core.launcher.Main.basicRun(Main.java:151); 	at org.eclipse.core.launcher.Main.run(Main.java:433); 	at org.eclipse.core.launcher.Main.main(Main.java:306); Log: Thu Oct 04 11:21:04 EDT 2001; 4 org.eclipse.core.runtime 0 Failed to execute runnable; org.eclipse.swt.SWTException: Failed to execute runnable; 	at org.eclipse.swt.SWT.error(SWT.java:1817); 	at org.eclipse.swt.widgets.Synchronizer.runAsyncMessages(Synchronizer.java(Compiled Code)); 	at org.eclipse.swt.widgets.Display.runAsyncMessages(Display.java(Compiled Code)); 	at org.eclipse.swt.widgets.Display.readAndDispatch(Display.java(Compiled Code)); 	at org.eclipse.jface.window.Window.runEventLoop(Window.java(Compiled Code)); 	at org.eclipse.jface.window.Window.open(Window.java:523); 	at org.eclipse.jface.dialogs.MessageDialog.openError(MessageDialog.java:318); 	at org.eclipse.ui.internal.Workbench.handleExceptionInEventLoop(Workbench.java:362); 	at org.eclipse.ui.internal.Workbench.runEventLoop(Workbench.java(Compiled Code)); 	at org.eclipse.ui.internal.Workbench.run(Workbench.java:658); 	at org.eclipse.core.internal.boot.InternalBootLoader.run(InternalBootLoader.java:820); 	at org.eclipse.core.boot.BootLoader.run(BootLoader.java:285); 	at java.lang.reflect.Method.invoke(Native Method); 	at org.eclipse.core.launcher.Main.basicRun(Main.java:151); 	at org.eclipse.core.launcher.Main.run(Main.java:433); 	at org.eclipse.core.launcher.Main.main(Main.java:306); ; This seems to indicate a threading problem.; ; NOTES:",RESOLVED,FIXED,2,10/10/2001 22:18,12/3/2001 6:42
1761,P1,UI,,Step filters display area is not scrollable (1GLE26P),"DS (10/10/2001 11:18:28 AM); 	It is possible to add a type for step filtering that the qualified name is wider than the display area.; 	Scrollbars are needed.; ; 	For example add BreakpointManager.BreakpointManagerVisitor as a filtered type.; ; NOTES:",RESOLVED,WORKSFORME,2,10/10/2001 22:18,1/21/2002 19:05
1767,P1,SWT,,Display ASCII for values greater than 127 fails (1GLE8I5),"public class Hello() {; ; 	public static void main(String[] args) {; 		int x= 255; 		int y= 67;; 		System.out.println(Hello; World!);; 	}; ; }; ; 1. Turn on the Display ASCII values preference.; 2. Place a breakpoint on line 6 (System.out) and debug Hello; 3. Note that xs label is completely empty in the variables view; ; Ive debugged this enough to see that the JDIModelPresentation *is*; generating and returning the correct label for x.; ; NOTES:",RESOLVED,FIXED,2,10/10/2001 22:18,12/7/2001 10:48
1773,P3,Scripting,,UI previewer should remember choice of renderer (1FW8OSG),Currently we always come up as wizard. May want to add code to remember last choice.; ; NOTES:,RESOLVED,INVALID,2,10/10/2001 22:19,10/21/2002 11:19
1774,P3,Scripting,,Queued button clicks (1FWJSVE),"Activate script examples from examples browser; 	Run the scripted UI example; 	Press file Browse button (probably any one of the buttons will do) ... dialog displays; 	Go back to wizard page and press button again; 	Do it one more time; 	Go back to the file selection dialog ... select file; press Open; 	Another dialog appears ... repeat step above; 	Another dialog appears ... pressing Open finally goes back to the Wizard; ; 	Should the dialogs not be launched modal to the Wizard?; ; NOTES:",RESOLVED,INVALID,2,10/10/2001 22:19,10/21/2002 11:19
1775,P3,Scripting,,Cut doesnt work in script console (1FWUWN3),"1FWUWN3: IWT:WIN98 - Cut doesnt work in script console; ; NOTES:; ; CRJ (6/20/2000 3:10:03 PM); 	Moving to ITPUI; ; GDA (6/20/2000 5:55:04 PM); 	Cut from a menu?; 	Cut from a keyboard?; 	Script console is ITPISV - moving their for initial evaluation.; ; JEP (6/21/00 9:06:36 AM); 	I only tried cut from a keyboard (ctrl-c).",RESOLVED,INVALID,2,10/10/2001 22:19,10/21/2002 11:19
1776,P3,Scripting,,IToolkit#isInstanceOf has incorrect return value (1FXQ5V3),"When I call toolkit.isInstanceOf; I get incorrect return values. In the following example; 	JavaScript code; I believe that it should return true in all 4 cases. In fact it only answers; 	true in call #3. Also; if class names must be fully-qualified; then we should add that to; 	the spec.; ; 	var solution = toolkit.getOpenSolution();; 	toolkit.print(solution (ISolution):  + toolkit.isInstanceOf(solution; ISolution));; 	toolkit.print(solution (IContainer):  + toolkit.isInstanceOf(solution; IContainer));; 	toolkit.print(solution (com.ibm.itp.core.api.resources.ISolution):  + toolkit.isInstanceOf(solution; com.ibm.itp.core.api.resources.ISolution));; 	toolkit.print(solution (com.ibm.itp.core.api.resources.IContainer):  + toolkit.isInstanceOf(solution; com.ibm.itp.core.api.resources.IContainer));; ; NOTES:; 	BF (2001/06/07 15:39:35); 		Should document the fact that the class name needs to be fully qualified.",RESOLVED,INVALID,2,10/10/2001 22:19,10/21/2002 11:20
1777,P3,Scripting,,Script console does not open (1GDEYK5),"VK (5/8/01 11:28:32 AM); 		I was running a script that wrote to the console without having the console view in my; 		perspective. I was expecting it to pop up automatically when it got output.; 		Is it possible to force a view to be added to perspective when it is needed? (again; bottom; 		right would seem to be the most reasonable default).; ; 		When the view was not open the output seemed to be discarded; which made the ; 		above situation doubly bad (had no idea what ran; if it worked; etc).; ; ; NOTES:; 	BF (2001/06/07 15:40:09); 		Should document:  Before running a script; ensure that the Script Console view is open.",RESOLVED,INVALID,2,10/10/2001 22:19,10/21/2002 11:20
